,isindb-Title,isindb-ISIN,isindb-Country,isindb-Description,isindb-Type
0,"DST SYS INC. DL-,01",US2333261079,United States,"Equity, ISIN US2333261079, WKN 897603, DST",Equity
0,DTE EN. CO.,US2333311072,United States,"Equity, ISIN US2333311072, WKN 853943, DGY",Equity
0,Deutsche Telekom AG,DE0005557508,Germany,"Equity, ISIN DE0005557508, WKN 555750, DTE",Equity
0,,US2333317012,US,JR SUB DEB SER C,
0,DTS CORP.,JP3548500002,Japan,"Equity, ISIN JP3548500002, WKN 892495, DA9",Equity
0,DuPont Nemours & Co.,US2635341090,United States,"Equity, ISIN US2635341090, WKN 852046, DUP",Equity
0,,US2641471097,,COM,
0,Deere & Co.,US2441991054,United States,"Equity, ISIN US2441991054, WKN 850866, DCO",Equity
0,Dürr AG,DE0005565204,Germany,"Equity, ISIN DE0005565204, WKN 556520, DUE",Equity
0,DUET GROUP UTS,AU000000DUE7,Australia,"Equity, ISIN AU000000DUE7, WKN A0DLE9, GKG",Equity
0,DUFRY AG NAM. SF 5,CH0023405456,Switzerland,"Equity, ISIN CH0023405456, WKN A0HMLM, D2J",Equity
0,,US26441C3034,US,JR SUB DEB,
0,,US2644115055,United States,Real Estate Investment Trusts (Reits),
0,PIER IMPORT EUROPE,FR0000050643,,,
0,BLACK EAGLE CAPITAL PLC,GB00B6WZDF03,Un,Par Value,
0,DELUXE CORP. DL1,US2480191012,United States,"Equity, ISIN US2480191012, WKN 860049, DL8",Equity
0,Delignit AG,DE000A0MZ4B0,Germany,"Equity, ISIN DE000A0MZ4B0, WKN A0MZ4B, DLX",Equity
0,DULUXGROUP LTD,AU000000DLX6,Australia,"Equity, ISIN AU000000DLX6, WKN A1C0YE, 019",Equity
0,DECHRA PHARMACEUTICALS PLC,GB0009633180,UNITED KINGDOM,SHS DECHRA PHARMA ORD BR,EQUITY
0,DUNDEE PRECIOUS MET.(NEW),CA2652692096,Canada,"Equity, ISIN CA2652692096, WKN A0CAN0, DPU",Equity
0,DUNEDIN INCOME GROWTH INVEST TRUST,GB0003406096,Great Britain - GB,ORD GBP0.25,
0,DIGITAL GROUP LIMITED,AU000000DIG7,AUSTRALIA,SHS DIGITAL GROUP LTD,EQUITY
0,,PL4FNMD00013,PL,4FM,
0,DUNELM GROUP PLC,GB00B1CKQ739,Great Britain - GB,ORD GBP0.01,
0,,US2655041000,,COM,
0,"DUPNOT FABROS TECH.DL-,01",US26613Q1067,United States,"Equity, ISIN US26613Q1067, WKN A0MXTT, 42DA",Equity
0,DURANGO RESOURCES INC (FORMERLY KNOWN AS ATOCHA RE,CA2664951001,CANADA,SHS DURANGO RESOURCES INC ORD REG,EQUITY
0,"DURECT CORP. DL-,001",US2666051048,United States,"Equity, ISIN US2666051048, WKN 564868, DC8",Equity
0,,US26702V1070,US,COM,
0,BH CREDIT CATALYSTS LTD,GG00B4XV9331,Guam,NPV,
0,,US6092071058,,CL A,
0,DWS German Small/Mid Cap,DE0005152409,Germany,"Funds, ISIN DE0005152409, WKN 515240, D2W5",Fund
0,,US2333774071,,COM NEW,
0,"DYADIC INTL INC. DL-,001",US26745T1016,United States,"Equity, ISIN US26745T1016, WKN A0JK0A, D5N",Equity
0,"DYCOM INDS INC. DL-,333",US2674751019,United States,"Equity, ISIN US2674751019, WKN 877158, DYI",Equity
0,DYNACERT INC (FORMERLY KNOWN AS DYNAMIC FUELS SYST,CA26780A1084,CANADA,SHS DYNACERT ORD REG,EQUITY
0,DYNACQ HEALTHCARE,US26779V1052,UNITED STATES OF AMERICA,SHS DYNACQ HEALTHCARE INC.,EQUITY
0,,MHY2188B1083,Marshall Islands,SHS DYNAGAS LNG PARTNERS LP ORD REG,
0,,AU000000DMA2,AUSTRALIA,SHS DYNASTY METALS AUSTRALIA LTD,EQUITY
0,DYNATRONICS CORP,US2681574016,UNITED STATES OF AMERICA,SHS DYNATRONICS CORP ORD REG,EQUITY
0,DCP MIDSTREAM PART. UTS,US23311P1003,United States,"Equity, ISIN US23311P1003, WKN A0HMVE, D4P",Equity
0,DYSON GROUP,GB0002905007,Great Britain - GB,ORD GBP0.00001 D,
0,,US26841Y1038,US,COM,
0,,HK0000126661,HK,UNIT TRUST- FUND MANAGER: E FUND MANAGEMENT (HONG,
0,,US26875D1081,US,COM,
0,"E TRADE FINL NEW DL-,01",US2692464017,United States,"Equity, ISIN US2692464017, WKN A1CZ84, ETRA",Equity
0,,CA2685751075,CA,E-L FINANCIAL CORPORATION LIMITED COMMON,
0,,US26942G1004,,COM,
0,"EAGLE INDUSTRY CO., LTD",JP3130400009,JAPAN,SHS EAGLE INDUSTRY CO.LTD,EQUITY
0,,US2697961082,UNITED STATES OF AMERICA,SHS EAGLE PHARMACEUTICALS INC ORD REG,EQUITY
0,EAST AFRICA METALS INC,CA2704101039,CANADA,SHS EAST AFRICA METALS ORD REG,EQUITY
0,,NO0010607781,NORWAY,SHS EAM SOLAR ASA ORD REG,EQUITY
0,EARLY AGE CO LTD,JP3100280001,JAPAN,SHS EARLY AGE CO LTD ORD REG,EQUITY
0,,JP3100190002,JAPAN,SHS EARTH CHEM.CO.LTD,EQUITY
0,EARTH SEARCH SCIENCES INCORPORATED,US2703132082,UNITED STATES OF AMERICA,SHS EARTH SEARCH SCIENCES INC.,EQUITY
0,EARTHPORT PLC,GB00B0DFPF10,UNITED KINGDOM,"SHS EARTHPORT ORD(GBP 0,1)",EQUITY
0,,US4642863017,,MSCI BELGIUM CAPPEDINVESTABLE MKT INDEX FD,
0,EARTHWORKS INDUSTRIES INC,CA27032K1003,CANADA,SHS EARTHWORKS INDUSTRIES INC.,EQUITY
0,EAST JAPAN RWY,JP3783600004,Japan,"Equity, ISIN JP3783600004, WKN 887942, EJR",Equity
0,"EAST WEST BANCORP DL-,001",US27579R1041,United States,"Equity, ISIN US27579R1041, WKN 922137, EW2",Equity
0,EASTCOM,CNE000000ND3,China,"EASTERN COMMUNICATIONS CO.,LTD.",
0,N.A.,CNE000000QX4,China,"HUBEI EASTERN GOLD JADE CO., LTD.",
0,,US2764861074,UNITED STATES OF AMERICA,SHS EASTERN GOLDFIELDS INC ORD REG,EQUITY
0,EASTERN IRON LIMITED,AU000000EFE6,AUSTRALIA,SHS EASTERN IRON LTD ORD REG,EQUITY
0,EASTFIELD RESOURCES LTD,CA27724D1096,Canada,"Equity, ISIN CA27724D1096, WKN 786998, 35E",Equity
0,,US2772761019,United States,Real Estate Investment Trusts (Reits),
0,EASTMAIN RES INC.,CA27743M1068,Canada,"Equity, ISIN CA27743M1068, WKN 662957, EM5",Equity
0,"EASTMAN CHEM. CO. DL-,01",US2774321002,United States,"Equity, ISIN US2774321002, WKN 889082, EAC",Equity
0,,US2774614067,US,COM NEW,
0,"EASTON PHARMAC. DL-,0001",US2777741057,United States,"Equity, ISIN US2777741057, WKN A1CUUH, LAM1",Equity
0,,SE0002158568,,,
0,,INE268C01029,,,
0,,GB00BN56KF84,GB,ORD GBP0.01,
0,,US74347X7084,UNITED STATES OF AMERICA,SHS PROSHARES ULTRA MSCI JAPAN,EQUITY
0,EASYJET PLC,GB00B7KR2P84,UNITED KINGDOM,SHS EASYJET PLC ORD REG,EQUITY
0,EASYKNIT ENTERPRISES HOLDINGS LIMITED,BMG2915Q3296,BERMUDA,SHS EASYKNIT ENTERPRIS ORD REG,EQUITY
0,,FR0010246322,FRANCE,SHS STAFF-LINE,EQUITY
0,EATON CORPORATION PLC,IE00B8KQN827,IRELAND,SHS EATON CORP.PLC ORD REG,EQUITY
0,CENTROTEC Sustainable AG,DE0005407506,Germany,"Equity, ISIN DE0005407506, WKN 540750, CEV",Equity
0,,US27826S1033,UNITED STATES OF AMERICA,SHS EATON VANCE SENIOR INCOME TRUST,EQUITY
0,,JP3165930003,JAPAN,SHS EBARA FOODS INDUSTRY INC,EQUITY
0,,HK2819031405,Hong Kong,UNIT TRUST- FUND MANAGER: HSBC INV FUND (HK) LTD,
0,eBay Inc.,US2786421030,United States,"Equity, ISIN US2786421030, WKN 916529, EBA",Equity
0,"EBIX INC. DL-,10",US2787152063,United States,"Equity, ISIN US2787152063, WKN 765778, EWZ",Equity
0,,FR0000078859,France,EUTR,
0,EBOS GRP,NZEBOE0001S6,,,
0,ECCLESIASTICAL INSURANCE OFFICE PLC,GB0003035382,UNITED KINGDOM,SHS ECCLESIASTICAL INS PREF REG,EQUITY
0,ECHO AUTOMOTIVE INC,US2787501046,UNITED STATES OF AMERICA,SHS ECHO AUTOMOTIVE ORD REG,EQUITY
0,"ECHO GLOBAL LOG. DL-,0001",US27875T1016,United States,"Equity, ISIN US27875T1016, WKN A0QZZH, AOZ",Equity
0,ECHO RESOURCES LTD,AU000000EAR9,Australia,"Equity, ISIN AU000000EAR9, WKN A0JKK6, E1L",Equity
0,,US27876L2060,,COM NEW,
0,,JP3161170000,JAPAN,SHS ECHO TRADING CO LTD,EQUITY
0,,US2787681061,,CL A,
0,Ludwig Beck AG,DE0005199905,Germany,"Equity, ISIN DE0005199905, WKN 519990, ECK",Equity
0,ECKOH PLC,GB0033359141,Great Britain - GB,ORD GBP0.0025,
0,ECO ORO MINERALS CORP,CA27887T1075,CANADA,SHS ECO ORO MINERALS ORD REG,EQUITY
0,,JP3126180003,JAPAN,SHS ARBEIT-TIMES CO.LTD,EQUITY
0,ECOGREEN INTERNATIONAL GROUP LIMITED,KYG2920K1013,Cayman Islands,,
0,ECOLAB INC. DL 1,US2788651006,United States,"Equity, ISIN US2788651006, WKN 854545, ECJ",Equity
0,,US2788781035,,CL A,
0,,DE0005664809,,,
0,,US27828G1076,,COM,
0,ECO ATLANTIC OIL AND GAS INC,CA27887W1005,CANADA,SHS ECO ATLANTIC OIL ORD REG,EQUITY
0,EDAP TMS S.A. ADR,US2683111072,United States,"Equity, ISIN US2683111072, WKN 908548, EDA",Equity
0,"EDCI HOLDINGS NEW DL-,02",US2683152076,United States,"Equity, ISIN US2683152076, WKN A0YGXS, GY2N",Equity
0,EDENRED EO 2,FR0010908533,France,"Equity, ISIN FR0010908533, WKN A1C0JG, QSV",Equity
0,,US46429B5232,UNITED STATES OF AMERICA,SHS ISHARES MSCI DENMARK CA.INVEST.MKT.IND.,EQUITY
0,EDEN RESEARCH,GB0001646941,Great Britain - GB,ORD GBP0.01,
0,"ELECTRICI.D.FRANCE E0-,50",FR0010242511,France,"Equity, ISIN FR0010242511, WKN A0HG6A, E2F",Equity
0,EDGE PERFORMANCE VCT PLC,GB00B44VMB16,Great Britain - GB,ORD GBP0.10 H,
0,EDGEWATER WIRELESS SYSTEMS INC,CA2803591007,CANADA,SHS EDGEWATER WIRELESS ORD REG,EQUITY
0,EDINBURGH INVESTMENT TRUST,GB0003052338,Great Britain - GB,ORD GBP 0.25,
0,,LU0538936351,,Confidential Issue,
0,EDION CORPORATION,JP3164470001,JAPAN,SHS EDION CORPORATION,EQUITY
0,EDISON INTL,US2810201077,United States,"Equity, ISIN US2810201077, WKN 887629, EIX",Equity
0,,BMG454221059,,USD SHS,HOEGH HOLD
0,BANQUE PRIVEE EDMOND DE ROTHSCHILD,CH0001347498,SWITZERLAND,SHS BANQUE PRIVEE ED.DE ROTHSCHILD,EQUITY
0,EDOARDOS EDOARDOB,MXP310341013,,,
0,,US2814791057,,COM,
0,,US28176E1082,,COM,
0,EAST WEST PETROLEUM CORP.,CA27580T1075,Canada,"Equity, ISIN CA27580T1075, WKN A1C16B, 37A",Equity
0,,US28201N1072,US,COM,
0,,US27828Q1058,,COM,
0,EFFECTIVE CTL TRANSPORT,US2820151064,United States,"Equity, ISIN US2820151064, WKN A0M86B, 3M5",Equity
0,"EFG INTL AG NAM. SF -,50",CH0022268228,Switzerland,"Equity, ISIN CH0022268228, WKN A0F6VT, E2S",Equity
0,,US2684254020,,SPONSORED GDR REPSTG 2 SHS REG S,
0,EFT SOLUTIONS HOLDINGS LIMITED,KYG294321040,Cayman Islands,,
0,EG SOLUTIONS PLC,GB00B07XR777,Great Britain - GB,ORD GBP0.01,
0,"EGAIN COMMUN.(NEW)DL-,001",US28225C8064,United States,"Equity, ISIN US28225C8064, WKN 893677, EGCA",Equity
0,ENDEAVOUR SILVER CORP.,CA29258Y1034,Canada,"Equity, ISIN CA29258Y1034, WKN A0DJ0N, EJD",Equity
0,EGDON RESOURCES PLC (NEW),GB00B28YML29,Great Britain - GB,ORD GBP0.10,
0,,LU1048328220,,Confidential Issue,
0,EGL HOLDINGS COMPANY LIMITED,KYG3089V1023,Cayman Islands,,ORD SH
0,,US28238P1093,,COM,
0,EHIME BANK LTD,JP3166400006,JAPAN,SHS EHIME BANK LTD ORD REG,EQUITY
0,ENTERPRISE INNS,GB00B1L8B624,Great Britain - GB,ORD GBP0.025,
0,EIDAI CO LTD,JP3160840009,JAPAN,SHS EIDAI CO LTD ORD REG,EQUITY
0,EIKEN CHEMICAL CO LTD,JP3160700005,JAPAN,SHS EIKEN CHEMICAL CO LTD,EQUITY
0,,INE158B01016,,,
0,EISAI CO. LTD,JP3160400002,Japan,"Equity, ISIN JP3160400002, WKN 855526, EII",Equity
0,EIZO NANAO CORPORATION,JP3651080008,JAPAN,SHS EIZO NANAO CORP,EQUITY
0,EKF DIAGNOSTICS HOLDINGS PLC (FORMERLY KNOWN AS IN,GB0031509804,UNITED KINGDOM,SHS EKF DIAGNOSTICS ORD REG,EQUITY
0,EL ALACRAN GOLD MINE CORPORATION,US28264T1088,UNITED STATES OF AMERICA,SHS EL ALACRAN GOLD MINE CORP.,EQUITY
0,EL CAPITAN PRECIOUS METALS INC,US2828121069,UNITED STATES OF AMERICA,SHS EL CAPITAN PRECIOUS METALS,EQUITY
0,PORTA SYSTEMS AG,DE000A0WMJQ4,Germany,"Equity, ISIN DE000A0WMJQ4, WKN A0WMJQ, PFTA",Equity
0,"ELAN CORP. PLC ADR EO-,05",US2841312083,United States,"Equity, ISIN US2841312083, WKN 871331, EAN",Equity
0,"CHINA MERCHANTS SECURITIES CO., LTD.",CNE1000029Z6,PRC,,
0,BOUYGUES SA INH. EO 1,FR0000120503,France,"Equity, ISIN FR0000120503, WKN 858821, BYG",Equity
0,SOUTH SEA PETROLEUM HOLDINGS LIMITED,HK0000219144,,SOUTH SEA PETROLEUM HOLDINGS LIMITED,ORD SH
0,ELBIT IMAGING LTD.,IL0010811169,Icelandrael,"Equity, ISIN IL0010811169, WKN 904217, ELD",Equity
0,ELBIT SYS LTD,IL0010811243,Icelandrael,"Equity, ISIN IL0010811243, WKN 904218, EB2",Equity
0,ELECO,GB0003081246,Great Britain - GB,ORD GBP0.10,
0,ELCO,IL0006940345,,,
0,ELDERS LTD,AU000000ELD6,Australia,"Equity, ISIN AU000000ELD6, WKN A0RM27, FTZ",Equity
0,,US97717X8671,,EMERGING MKTS LOC DEBT FD,
0,ELDORADO EXPLORATION INC,US2846832085,UNITED STATES OF AMERICA,SHS ELDORADO EXPLO. ORD REG,EQUITY
0,"ELEC + ELTEK INTL SD-,80",SG1B09007736,Singapore,"Equity, ISIN SG1B09007736, WKN 892639, EKQ",Equity
0,ELECTR.GENER. -FGN- BA 10,TH0465010013,Thailand,"Equity, ISIN TH0465010013, WKN 893183, ECGF",Equity
0,,US2852181039,,COM,
0,,US2854091087,,COM,
0,Electronic Arts Inc.,US2855121099,United States,"Equity, ISIN US2855121099, WKN 878372, ERT",Equity
0,"EL. FOR IMAGING DL-,01",US2860821022,United States,"Equity, ISIN US2860821022, WKN 885750, EFI",Equity
0,,INE086A01029,,Confidential Issue,
0,ELECTROVAYA,CA28617B1013,Canada,"Equity, ISIN CA28617B1013, WKN 631863, 4EV",Equity
0,ELEKTA AB B SK 2,SE0000163628,Sweden,"Equity, ISIN SE0000163628, WKN 896279, EJXB",Equity
0,ELEMENT FINANCIAL CORP,CA2861812014,CANADA,SHS ELEMENT FINANCIAL ORD REG,EQUITY
0,"ELEMENTIS PLC LS-,05",GB0002418548,United Kingdom,"Equity, ISIN GB0002418548, WKN 912541, E3E",Equity
0,ELEMENTOS LTD,AU000000ELT2,Australia,"Equity, ISIN AU000000ELT2, WKN A0YGFT, 9EM",Equity
0,,PLELEKT00016,,,
0,,INE819L01012,,,
0,ELIA SYSTEM OPERA. SA/NV,BE0003822393,Belgium,"Equity, ISIN BE0003822393, WKN A0ERSV, E4S",Equity
0,ELITE PHARMACEUTICALS INC,US28659T2006,UNITED STATES OF AMERICA,SHS ELITE PHARMACEUTIC ORD REG,EQUITY
0,,NL0000350361,,,
0,,US28849P1003,,COM,
0,,IL0010826357,,SHARE,
0,ELMA ELECTRONIC AG,CH0005319162,SWITZERLAND,SHS ELMA ELECTRONIC AG - REG.(DISPO. FORM),EQUITY
0,,US2896601026,,COM,
0,ENDESA S.A.,ES0130670112,Spain,"Equity, ISIN ES0130670112, WKN 871028, ENA",Equity
0,ELMOS Semiconductor AG,DE0005677108,Germany,"Equity, ISIN DE0005677108, WKN 567710, ELG",Equity
0,,IL0010828411,,SHARE,
0,"CALLAWAY GOLF DL-,01",US1311931042,United States,"Equity, ISIN US1311931042, WKN 883644, CLY",Equity
0,ELICA SPA,IT0003404214,ITALY,SHS ELICA HI-LIFE,EQUITY
0,"EMAGIN CORP. NEW DL -,01",US29076N2062,United States,"Equity, ISIN US29076N2062, WKN A0LC4K, EMGA",Equity
0,EMBELTON,AU000000EMB8,,,
0,,US4642882819,,US4642882819 US EQUITY,
0,,CA29082D1015,CANADA,SHS EMBERCLEAR CORP ORD REG,EQUITY
0,EMBRAER S.A. ADR,US29082A1079,United States,"Equity, ISIN US29082A1079, WKN A1C2PZ, EMY",Equity
0,,KYG3066H1002,,SHS,
0,EMC Corp.,US2686481027,United States,"Equity, ISIN US2686481027, WKN 872526, EMP",Equity
0,,PLEMCIM00017,,,
0,,US2908281023,US,COM,
0,,INE078A01026,IN,EMCO LIMITED EQ NEW RS. 2/-,
0,,IL0003820102,IL,SHARE,
0,,US2908462037,US,COM NEW,
0,EMECO HOLDINGS LTD,AU000000EHL7,Australia,"Equity, ISIN AU000000EHL7, WKN A0KDVC, E3A",Equity
0,EMEI SHAN,CNE000000T91,China,EMEI SHAN TOURISM CO LTD,
0,EMERA INC,CA2908761018,CANADA,SHS EMERA INC.,EQUITY
0,"EMERSON EL. DL -,50",US2910111044,United States,"Equity, ISIN US2910111044, WKN 850981, EMR",Equity
0,EMERALD OIL AND GAS NL,AU000000EMR4,AUSTRALIA,SHS EMERALD OIL AND GAS,EQUITY
0,EMPRESARIA GROUP PLC,GB00B0358N07,UNITED KINGDOM,SHS EMPRESARIA GROUP PLC ORD REG,EQUITY
0,,US2910872033,,COM NEW,
0,MARSH+MCLENNAN COS.INC.D1,US5717481023,United States,"Equity, ISIN US5717481023, WKN 858415, MSN",Equity
0,,IE00B6YX5B26,Republic of Ireland,Structured Products,
0,EMIS GROUP PLC,GB00B61D1Y04,Great Britain - GB,ORD GBP0.01,
0,"EMISPHERE TECHS DL-,01",US2913451066,United States,"Equity, ISIN US2913451066, WKN 882963, ET1",Equity
0,,INE296H01011,,,
0,,US2763171046,,COM,
0,EMERCHANTS LTD,AU000000EML7,AUSTRALIA,SHS EMERCHANTS LTD ORD REG,EQUITY
0,EUROMONEY INSTITUTIONAL INVESTOR PLC,GB0006886666,UNITED KINGDOM,SHS EUROMONEY INSTITUTIONAL INVESTOR PLC,EQUITY
0,EMMERSON RESOURCES LTD,AU000000ERM4,Australia,"Equity, ISIN AU000000ERM4, WKN A0M8BN, 42E",Equity
0,edel AG,DE0005649503,Germany,"Equity, ISIN DE0005649503, WKN 564950, EDL",Equity
0,EMPEROR ENTMT HOTEL SUBD.,BMG313891027,Bermuda,"Equity, ISIN BMG313891027, WKN A0DQ1Q, EM7A",Equity
0,,US2916411083,,COM,
0,EMPIRE OIL AND GAS (AUSTRALIA BRANCH),AU000000EGO3,AUSTRALIA,SHS EMPIRE OIL + GAS NL,EQUITY
0,,US2921021000,UNITED STATES OF AMERICA,SHS EMPIRE STATE REALITY ORD REG,EQUITY
0,EMPIRE STATE REALTY TRUST INC.,US2921041065,UNITED STATES OF AMERICA,SHS EMPIRE ST REALTY ORD REG (REIT),EQUITY
0,,US2922181043,,COM,
0,EMPRISE Aktiengesellschaft,DE0005710503,Germany,"Equity, ISIN DE0005710503, WKN 571050, ERI",Equity
0,EMS-CHEMIE HLDG NAM.SF-01,CH0016440353,Switzerland,"Equity, ISIN CH0016440353, WKN 593186, EMC1",Equity
0,"EMULEX CORP. DL-,10",US2924752098,United States,"Equity, ISIN US2924752098, WKN 868379, EMU",Equity
0,,PLENEA000013,,,
0,,US29251M1062,,COM,
0,,US29250X1037,US,SHS UNITS REPSTG LTD LIABILITYINT,
0,ENBRIDGE EN. PREF.UTS,US29250R1068,United States,"Equity, ISIN US29250R1068, WKN 884135, 49EA",Equity
0,,US2925541029,,COM,
0,"ENCORE WIRE CORP. DL-,01",US2925621052,United States,"Equity, ISIN US2925621052, WKN 892473, EW3",Equity
0,ENDEAVOUR SILVER CORP.,CA29258Y1034,Canada,"Equity, ISIN CA29258Y1034, WKN A0DJ0N, EJD",Equity
0,"EXACT SCIEN. DL-,01",US30063P1057,United States,"Equity, ISIN US30063P1057, WKN 590273, EXK",Equity
0,,JP3169700006,JAPAN,SHS ENDO MANUFACTURING CO. LTD,EQUITY
0,,US29271J1097,UNITED STATES OF AMERICA,SHS ENDOCAN CORP ORD REG,EQUITY
0,ENDURANCE GOLD CORPORATION,CA29267M1086,CANADA,SHS ENDURANCE GOLD ORD REG,EQUITY
0,,US28014Q1076,,CL A,
0,,US29272B1052,UNITED STATES OF AMERICA,SHS ENDURANCE INTL GRP HLDGS INC ORD REG,EQUITY
0,ENBRIDGE INC.,CA29250N1050,Canada,"Equity, ISIN CA29250N1050, WKN 885427, EN3",Equity
0,,AU000000ENB6,AUSTRALIA,SHS ENEABBA GAS LTD,EQUITY
0,,SG1P35918371,SINGAPORE,SHS RICHLAND GROUP LTD,EQUITY
0,ENERCARE INC,CA29269C2076,CANADA,SHS ENERCARE INC ORD REG,EQUITY
0,"ENERG.DIEN.HLD.NAM.SF-,10",CH0039651184,Switzerland,"Equity, ISIN CH0039651184, WKN A0Q40B, KWK3",Equity
0,ENERGOLD DRILLING,CA29268A1030,Canada,"Equity, ISIN CA29268A1030, WKN A0HF5Q, X9X",Equity
0,ENERGULF RESOURCES INC.,CA29266X1050,Canada,"Equity, ISIN CA29266X1050, WKN A0CAFR, EKS",Equity
0,,PLEKOSK00019,PL,EKS,
0,"EMCOR GRP INC. DL-,01",US29084Q1004,United States,"Equity, ISIN US29084Q1004, WKN 898814, EM4",Equity
0,ENERGY METALS LTD,AU000000EME2,Australia,"Equity, ISIN AU000000EME2, WKN A0F57R, E9M",Equity
0,EMPYREAN ENERGY PLC,GB00B09G2351,UNITED KINGDOM,SHS EMPYREAN ENERGY PLC,EQUITY
0,"ENERGY QUEST INC. DL-,001",US29271F1075,United States,"Equity, ISIN US29271F1075, WKN A0MQGY, FIL2",Equity
0,"ENERGY RECOVERY DL -,001",US29270J1007,United States,"Equity, ISIN US29270J1007, WKN A0NJUL, 5E2",Equity
0,,US81369Y5069,,ENERGY,
0,ENERGY TODAY INC (FORMERLY KNOWN AS YELLOW7 INC),US29276W1053,UNITED STATES OF AMERICA,SHS ENERGY TODAY ORD REG,EQUITY
0,,US4642865095,,MSCI CDA INDEX FD,
0,ENERGY WORLD,AU000000EWC5,Australia,"Equity, ISIN AU000000EWC5, WKN 883437, EWW",Equity
0,"ENERGEN CORP. DL-,01",US29265N1081,United States,"Equity, ISIN US29265N1081, WKN 866793, EEG",Equity
0,EUROPA OIL AND GAS (HOLDINGS) PLC,GB00B03CJS30,UNITED KINGDOM,SHS EUROPA OIL AND GAS ORD BR,EQUITY
0,"ENGLOBAL DL-,001",US2933061069,United States,"Equity, ISIN US2933061069, WKN 924250, 4EG",Equity
0,"ENAGAS INH. EO 1,50",ES0130960018,Spain,"Equity, ISIN ES0130960018, WKN 662211, EG4",Equity
0,,PLENERG00022,Poland,SHS ENERGA SA ORD BR,
0,,SG1H26001476,SINGAPORE,SHS ENGRO CORPORATION LTD,EQUITY
0,,ES0130625512,,ENC/AC 0.90,
0,,US29336T1007,UNITED STATES OF AMERICA,SHS ENLINK MIDSTREAM LLC ORD REG (COM UNIT),EQUITY
0,ENLINK MIDSTREAM PARTNERS LP,US29336U1079,United States,Fund Units,Fund
0,,KYG3066L1014,China,Gas Utilities,
0,,US2933891028,,COM,
0,ENOVA SYSTEMS INC,US29355M2008,UNITED STATES OF AMERICA,SHS ENOVA SYSTEMS INC.,EQUITY
0,,US29355A1079,,COM,
0,,JP3169800004,,COM STK,
0,"ENERSYS DL-,01",US29275Y1029,United States,"Equity, ISIN US29275Y1029, WKN A0B7EH, FDN",Equity
0,,US29355X1072,,COM,
0,ENQUEST PLC,GB00B635TG28,Great Britain - GB,ORD GBP0.05,
0,,US29362U1043,,COM,
0,,US2935611069,,COM,
0,,US29358P1012,,COM,
0,ENSUIKO SUGAR REF,JP3168800005,,,
0,CAA RESOURCES LIMITED,KYG3164G1038,Cayman Islands,,ORD SH
0,,US2935963007,,COM PAR $.001,
0,,US29362U1043,,COM,
0,ENTEQ UPSTREAM PLC,GB00B41Q8Q68,Great Britain - GB,ORD GBP0.01,
0,,US29364G1031,United States,Defined International Dividend Index,
0,EMPEROR MINES,AU000000EMP8,,,
0,,PLELDRD00017,,,
0,ENTERGY TEXAS INC,US29365T1043,UNITED STATES OF AMERICA,SHS ENTERGY TEXAS INC PREF REG,EQUITY
0,,US2936681095,,CDT-COM,
0,,US2937121059,,COM,
0,ENI S.P.A. 2/ADR EO 1,US26874R1086,United States,"Equity, ISIN US26874R1086, WKN 898285, ENI1",Equity
0,,US2937921078,,COM UNIT,
0,"8X8 DL-,001",US2829141009,United States,"Equity, ISIN US2829141009, WKN 907912, EGT",Equity
0,,INE265F01028,IN,EQ NEW FV RS. 10/-,
0,,US27828U1060,,COM,
0,ENTERTAINMENT ONE LTD,CA29382B1022,CAYMAN ISLANDS,SHS ENTERTAINMENT ONE ORD REG,EQUITY
0,ENTRADA NETWORKS INC,US29382Y1029,UNITED STATES OF AMERICA,SHS ENTRADA NETWORKS INC.,EQUITY
0,,US29382R1077,,CL A,
0,ENTERPRISE METALS LIMITED (FORMERLY KNOWN AS REV,AU000000ENT8,AUSTRALIA,SHS ENTERPRISE METALS ORD REG,EQUITY
0,"GVC HOLDINGS PLC EO-,01",IM00B5VQMV65,Isle of Man,"Equity, ISIN IM00B5VQMV65, WKN A1CWWN, 6GI",Equity
0,,US27828S1015,,COM,
0,EnviTec Biogas AG,DE000A0MVLS8,Germany,"Equity, ISIN DE000A0MVLS8, WKN A0MVLS, ETG",Equity
0,ENERVIT SPA,IT0004356751,ITALY,SHS ENERVIT SPA ORD BR,EQUITY
0,"ENVESTNET INC. DL-,01",US29404K1060,United States,"Equity, ISIN US29404K1060, WKN A1C2NW, 30E",Equity
0,,US29406Q1013,UNITED STATES OF AMERICA,SHS ENVIRONMENTAL ENERGY SERVICE,EQUITY
0,ENVIRONMENTAL TECTONICS CORPORATION DESIGNS,US2940921016,UNITED STATES OF AMERICA,SHS ENVIRONMENTAL TECT ORD REG,EQUITY
0,ENVIRONMENTAL WASTE INTERNATIONAL INC,CA29411G1063,CANADA,SHS ENVIRONMENTAL WASTE INTL. INC.,EQUITY
0,ENWAVE CORPORATION,CA29410K1084,Canada,"Equity, ISIN CA29410K1084, WKN A0JMA0, E4U",Equity
0,"ENZO BIOCHEM. INC. DL-,01",US2941001024,United States,"Equity, ISIN US2941001024, WKN 865607, EZB",Equity
0,"ENEL GREEN POWER EO -,20",IT0004618465,Italy,"Equity, ISIN IT0004618465, WKN A1C5AT, ENZ",Equity
